id|text|experiencer|emotion|cause|selected
7842A|I felt ... because the milk I put in my coffee had lumps in it.|WRITER|disgust|the milk I put in my coffee had lumps in it|True
7842B|I felt ... because the milk I put in my coffee had lumps in it.|WRITER|disgust|the milk I put in my coffee had lumps in it|True
7842C|I felt ... because the milk I put in my coffee had lumps in it.|WRITER|disgust|the milk I put in my coffee had lumps in it.|True
7842D|I felt ... because the milk I put in my coffee had lumps in it.|WRITER|disgust|the milk I put in my coffee had lumps in it|True
7734A|I felt ... when my football team lost.|WRITER|sadness|my football team lost|True
7734B|I felt ... when my football team lost.|WRITER|sadness|my football team lost|True
7734B|I felt ... when my football team lost.|my football team|sadness|my football team lost|True
7734C|I felt ... when my football team lost.|WRITER|sadness|my football team lost|True
7734C|I felt ... when my football team lost.|my football team|sadness|my football team lost|True
7734D|I felt ... when my football team lost.|WRITER|sadness|my football team lost|True
7981A|I remember being ... when as a young teenager I phoned a girl I liked to ask her out to our school's football match.  She turned me down flat. The sense of ... came when I saw this girl later in the week.|WRITER|sadness|She turned me down flat|True
7981D|I remember being ... when as a young teenager I phoned a girl I liked to ask her out to our school's football match.  She turned me down flat. The sense of ... came when I saw this girl later in the week.|WRITER|sadness|She turned me down flat|True
7626A|I felt ... when my grandad passed away.|WRITER|sadness|my grandad passed away|True
7626B|I felt ... when my grandad passed away.|WRITER|sadness|my grandad passed away|True
7626C|I felt ... when my grandad passed away.|WRITER|sadness|my grandad passed away.|True
7626D|I felt ... when my grandad passed away.|WRITER|sadness|my grandad passed away|True
7641A|I felt ... when I got 5 numbers out of 6 on my lottery ticket.|WRITER|joy|I got 5 numbers out of 6 on my lottery ticket|True
7641B|I felt ... when I got 5 numbers out of 6 on my lottery ticket.|WRITER|joy|I got 5 numbers out of 6 on my lottery ticket|True
7641C|I felt ... when I got 5 numbers out of 6 on my lottery ticket.|WRITER|joy|I got 5 numbers out of 6 on my lottery ticket.|True
7641D|I felt ... when I got 5 numbers out of 6 on my lottery ticket.|WRITER|anger|I got 5 numbers out of 6 on my lottery ticket|True
7955A|I felt ... when we went to see my best friends dad in a hospice as he was very ill and he then passed away. My friend was intensely upset and seeing her like this made me feel ... for her future and how she has to live without him here. I felt ... for what she had lost.|my best friend|sadness|he then passed away|True
7955A|I felt ... when we went to see my best friends dad in a hospice as he was very ill and he then passed away. My friend was intensely upset and seeing her like this made me feel ... for her future and how she has to live without him here. I felt ... for what she had lost.|WRITER|sadness|he then passed away|True
7955B|I felt ... when we went to see my best friends dad in a hospice as he was very ill and he then passed away. My friend was intensely upset and seeing her like this made me feel ... for her future and how she has to live without him here. I felt ... for what she had lost.|WRITER|sadness|when we went to see my best friends dad in a hospice as he was very ill and he then passed away|True
7955C|I felt ... when we went to see my best friends dad in a hospice as he was very ill and he then passed away. My friend was intensely upset and seeing her like this made me feel ... for her future and how she has to live without him here. I felt ... for what she had lost.|WRITER|sadness|he then passed away.|True
7955C|I felt ... when we went to see my best friends dad in a hospice as he was very ill and he then passed away. My friend was intensely upset and seeing her like this made me feel ... for her future and how she has to live without him here. I felt ... for what she had lost.|my best friend|sadness|he then passed away.|True
7955D|I felt ... when we went to see my best friends dad in a hospice as he was very ill and he then passed away. My friend was intensely upset and seeing her like this made me feel ... for her future and how she has to live without him here. I felt ... for what she had lost.|my best friend|sadness|we went to see my best friends dad in a hospice as he was very ill and he then passed away|True
7955D|I felt ... when we went to see my best friends dad in a hospice as he was very ill and he then passed away. My friend was intensely upset and seeing her like this made me feel ... for her future and how she has to live without him here. I felt ... for what she had lost.|WRITER|sadness|we went to see my best friends dad in a hospice as he was very ill and he then passed away|True
8119A|I felt...when my bike was stolen after having left it unlocked for all of five minutes in my front garden.|WRITER|sadness|my bike was stolen|True
8119B|I felt...when my bike was stolen after having left it unlocked for all of five minutes in my front garden.|WRITER|anger|my bike was stolen after having left it unlocked for all of five minutes in my front garden|True
8119C|I felt...when my bike was stolen after having left it unlocked for all of five minutes in my front garden.|WRITER|anger|my bike was stolen|True
8119D|I felt...when my bike was stolen after having left it unlocked for all of five minutes in my front garden.|WRITER|anger|my bike was stolen|True
7923A|I felt...because I saw how some men treat women, especially in African countries and being a woman I don't want to find myself in any danger of being raped, or killed.|women|sadness|how some men treat women|True
7923A|I felt...because I saw how some men treat women, especially in African countries and being a woman I don't want to find myself in any danger of being raped, or killed.|WRITER|fear|I don't want to find myself in any danger of being raped, or killed|True
7923B|I felt...because I saw how some men treat women, especially in African countries and being a woman I don't want to find myself in any danger of being raped, or killed.|WRITER|fear|I saw how some men treat women|True
